chr21	9411823	9411845
chr21	9412767	9412780
chr21	9412966	9412973
chr21	9413168	9413181
chr21	9413203	9413212
chr21	9414550	9414556
chr21	9414861	9414877
chr21	9414888	9414911
chr21	9414920	9414950
chr21	9414958	9415033
chr21	9415039	9415058
chr21	9419656	9419667
chr21	9421381	9421388
chr21	9422342	9422351
chr21	9423088	9423103
chr21	9428874	9428884
chr21	9428963	9428971
chr21	9429646	9429656
chr21	9429696	9429721
chr21	9429732	9429779
chr21	9429783	9429823
chr21	9429835	9429880
chr21	9429914	9429925
chr21	9429938	9429948
chr21	9429973	9429987
chr21	9430001	9430027
chr21	9430029	9430048
chr21	9430064	9430070
chr21	9430095	9430125
chr21	9430129	9430140
chr21	9430155	9430220
chr21	9430234	9430264
chr21	9430518	9430525
chr21	9433916	9433924
chr21	9434750	9434758
chr21	9434817	9434825
chr21	9435584	9435589
chr21	9435615	9435625
chr21	9435638	9435790
chr21	9435804	9435844
chr21	9435854	9435858
chr21	9435867	9435878
chr21	9436305	9436324
chr21	9436360	9436377
chr21	9436382	9436392
chr21	9436407	9436419
chr21	9436441	9436470
chr21	9436482	9436525
chr21	9436529	9436562
chr21	9436597	9436602
chr21	9437000	9437007
chr21	9437109	9437115
chr21	9437312	9437347
chr21	9437970	9437980
chr21	9438265	9438301
chr21	9438362	9438369
chr21	9438434	9438450
chr21	9438544	9438552
chr21	9438597	9438606
chr21	9438616	9438629
chr21	9438759	9438784
chr21	9438796	9438805
chr21	9438840	9438847
chr21	9438867	9438888
chr21	9438902	9438922
chr21	9438954	9438964
chr21	9439135	9439148
chr21	9439228	9439248
chr21	9439313	9439341
chr21	9439367	9439387
chr21	9439403	9439624
chr21	9445182	9445198
chr21	9445242	9445375
chr21	9445386	9445424
chr21	9451162	9451174
chr21	9452819	9452824
chr21	9452839	9452843
chr21	9452966	9452978
chr21	9453297	9453302
chr21	9453479	9453488
chr21	9454440	9454454
chr21	9455400	9455412
chr21	9459487	9459498
chr21	9460294	9460315
chr21	9460383	9460407
chr21	9460421	9460452
chr21	9462816	9462821
chr21	9462824	9462840
chr21	9462847	9463114
chr21	9471724	9471873
chr21	9471898	9471917
chr21	9482963	9482992
chr21	9484073	9484081
chr21	9484196	9484215
chr21	9484555	9484605
chr21	9484628	9484651
chr21	9491239	9491246
chr21	9491357	9491365
chr21	9491561	9491577
chr21	9491596	9491640
chr21	9491646	9491659
chr21	9491662	9491724
chr21	9491729	9491747
chr21	9491758	9491869
chr21	9491893	9491924
chr21	9492161	9492169
chr21	9492216	9492219
chr21	9492247	9492519
chr21	9492520	9492588
chr21	9492589	9492681
chr21	9492682	9492720
chr21	9492722	9492732
chr21	9492733	9492741
chr21	9492742	9492785
chr21	9492800	9492829
chr21	9492876	9492905
chr21	9495108	9495115
chr21	9495163	9495227
chr21	9495237	9495319
chr21	9495323	9495338
chr21	9495342	9495372
chr21	9495411	9495425
chr21	9495463	9495478
chr21	9495763	9495773
chr21	9497660	9497803
chr21	9497831	9497910
chr21	9498473	9498638
chr21	9499352	9499402
chr21	9499610	9499660
chr21	9500526	9500531
chr21	9500551	9500564
chr21	9500582	9500588
chr21	9500622	9500630
chr21	9500636	9500654
chr21	9500685	9500690
chr21	9500708	9500717
chr21	9500730	9500737
chr21	9500740	9500747
chr21	9500814	9500819
chr21	9500822	9500828
chr21	9500845	9500849
chr21	9500905	9500913
chr21	9500918	9500929
chr21	9500950	9500972
chr21	9500981	9500989
chr21	9500992	9501007
chr21	9501024	9501040
chr21	9501045	9501056
chr21	9501058	9501082
chr21	9501088	9501139
chr21	9501155	9501168
chr21	9501173	9501197
chr21	9501313	9501322
chr21	9502276	9502307
chr21	9502331	9502338
chr21	9502345	9502352
chr21	9502363	9502367
chr21	9502394	9502398
chr21	9502428	9502436
chr21	9502443	9502447
chr21	9502509	9502512
chr21	9502539	9502542
chr21	9502630	9502640
chr21	9502649	9502656
chr21	9502676	9502683
chr21	9502815	9502819
chr21	9503008	9503013
chr21	9508298	9508308
chr21	9508319	9508333
chr21	9508359	9508377
chr21	9508395	9508402
chr21	9508405	9508450
chr21	9508555	9508561
chr21	9508585	9508588
chr21	9508612	9508625
chr21	9511622	9511653
chr21	9511665	9511672
chr21	9511687	9511707
chr21	9511713	9511762
chr21	9511764	9511788
chr21	9511809	9511839
chr21	9511877	9511882
chr21	9511983	9511994
chr21	9512948	9512954
chr21	9513695	9513700
chr21	9514838	9514871
chr21	9514915	9514920
chr21	9514925	9514932
chr21	9514983	9514991
chr21	9518515	9518522
chr21	9519268	9519280
chr21	9519291	9519308
chr21	9519317	9519356
chr21	9519358	9519488
chr21	9519495	9519508
chr21	9520793	9520837
chr21	9520846	9520872
chr21	9520881	9521020
chr21	9521033	9521045
chr21	9521088	9521097
chr21	9521158	9521167
chr21	9523799	9523823
chr21	9523826	9523836
chr21	9523861	9523866
chr21	9523868	9523900
chr21	9523915	9523929
chr21	9523936	9523949
chr21	9524019	9524024
chr21	9524073	9524083
chr21	9530746	9530751
chr21	9530785	9530793
chr21	9530800	9530826
chr21	9530834	9530842
chr21	9530852	9530861
chr21	9530868	9530913
chr21	9530915	9530963
chr21	9531053	9531059
chr21	9531069	9531079
chr21	9531083	9531090
chr21	9531093	9531097
chr21	9531112	9531113
chr21	9531148	9531187
chr21	9531203	9531217
chr21	9531223	9531225
chr21	9531313	9531320
chr21	9531427	9531433
chr21	9531443	9531476
chr21	9531493	9531502
chr21	9531512	9531564
chr21	9533198	9533204
chr21	9536107	9536118
chr21	9536142	9536181
chr21	9536195	9536277
chr21	9536279	9536297
chr21	9536299	9536339
chr21	9536355	9536369
chr21	9536394	9536403
chr21	9536405	9536420
chr21	9536432	9536438
chr21	9536446	9536453
chr21	9536692	9536699
chr21	9536762	9536770
chr21	9536790	9536798
chr21	9536904	9536910
chr21	9536935	9536941
chr21	9537433	9537436
chr21	9537454	9537462
chr21	9537470	9537492
chr21	9537512	9537521
chr21	9537524	9537532
chr21	9537539	9537543
chr21	9537547	9537588
chr21	9537591	9537661
chr21	9538020	9538030
chr21	9540354	9540469
chr21	9545735	9545760
chr21	9545971	9546006
chr21	9546741	9546751
chr21	9546897	9546917
chr21	9546934	9546942
chr21	9546981	9546989
chr21	9547150	9547156
chr21	9547264	9547270
chr21	9547277	9547327
chr21	9547341	9547389
chr21	9547429	9547441
chr21	9547452	9547475
chr21	9547612	9547657
chr21	9548556	9548778
chr21	9548810	9548845
chr21	9548895	9549008
chr21	9549114	9549256
chr21	9549960	9550166
chr21	9556737	9556889
chr21	9556952	9557070
chr21	9561215	9561299
chr21	9561622	9561684
chr21	9569083	9569141
chr21	9569216	9569231
chr21	9569468	9569473
chr21	9569616	9569625
chr21	9569662	9569674
chr21	9569763	9569777
chr21	9571231	9571403
chr21	9590289	9590322
chr21	9590329	9590385
chr21	9590389	9590406
chr21	9590426	9590484
chr21	9652707	9652749
chr21	9652766	9652787
chr21	9652977	9652996
chr21	9653047	9653058
chr21	9653078	9653099
chr21	9653183	9653203
chr21	9653261	9653275
chr21	9653290	9653375
chr21	9653474	9653525
chr21	9653572	9653595
chr21	9653625	9653698
chr21	9666374	9666633
chr21	9687253	9687603
chr21	9687609	9688447
chr21	9689578	9689863
chr21	9689876	9689895
chr21	9689950	9690247
chr21	9690248	9690312
chr21	9690314	9690370
chr21	9690374	9690450
chr21	9690451	9690508
chr21	9690509	9690538
chr21	9690549	9690581
chr21	9690582	9690602
chr21	9690603	9690638
chr21	9690639	9690692
chr21	9690693	9690835
chr21	9690928	9691051
chr21	9691122	9691184
chr21	9691512	9691566
chr21	9691567	9691690
chr21	9695232	9695804
chr21	9697792	9697933
chr21	9698170	9698521
chr21	9709118	9709147
chr21	9711888	9712043
chr21	9726252	9726319
chr21	9726340	9726525
chr21	9732984	9733078
chr21	9733162	9733170
chr21	9733171	9733179
chr21	9733180	9733182
chr21	9733183	9733188
chr21	9733189	9733205
chr21	9733207	9733245
chr21	9733246	9733248
chr21	9733249	9733251
chr21	9733252	9733254
chr21	9733255	9733257
chr21	9733258	9733260
chr21	9733261	9733266
chr21	9733267	9733287
chr21	9733288	9733302
chr21	9733369	9733371
chr21	9733373	9733380
chr21	9733438	9733456
chr21	9733461	9733469
chr21	9733470	9733505
chr21	9733506	9733523
chr21	9733524	9733526
chr21	9733530	9733538
chr21	9733539	9733547
chr21	9733548	9733577
chr21	9733578	9733586
chr21	9733587	9733598
chr21	9733602	9733607
chr21	9733608	9733616
chr21	9733620	9733628
chr21	9733632	9733637
chr21	9733642	9733647
chr21	9733651	9733662
chr21	9733663	9733668
chr21	9733669	9733671
chr21	9733672	9733686
chr21	9733687	9733689
chr21	9733690	9733699
chr21	9733700	9733711
chr21	9733715	9733720
chr21	9733721	9733732
chr21	9733733	9733759
chr21	9733760	9733762
chr21	9733766	9733768
chr21	9733769	9733776
chr21	9733778	9733782
chr21	9733790	9733792
chr21	9733799	9733801
chr21	9733802	9733824
chr21	9733829	9733855
chr21	9733859	9733861
chr21	9733862	9733864
chr21	9733865	9733867
chr21	9733868	9733876
chr21	9733877	9733882
chr21	9733883	9733891
