200	0
200	0
200	0
200	0
200	0
11	1
200	0
200	0
200	0
200	0
200	0
182	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
188	0
0	1
200	0
200	0
200	0
200	0
200	0
3	1
200	0
200	0
200	0
200	0
200	0
12	1
200	0
200	0
200	0
200	0
200	0
200	0
200	0
4	1
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
188	0
200	0
200	0
200	0
200	0
200	0
200	0
0	1
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
